2013,New Jersey,District 12,Democratic Party, Lawrence J. Furman,17119,False
2013,New Jersey,District 12,Democratic Party, Nicholas Nellegar,16312,False
2013,New Jersey,District 12,Republican Party, Ronald S. Dancer,32188,True
2013,New Jersey,District 12,Republican Party, Robert D. Clifton,31059,True
2013,New Jersey,District 12,unaffiliated, Diane Bindler,1354,False
2013,New Jersey,District 13,Democratic Party, Allison Friedman,19623,False
2013,New Jersey,District 13,Democratic Party, Matthew Morehead,18843,False
2013,New Jersey,District 13,Republican Party, Amy Handlin,38795,True
2013,New Jersey,District 13,Republican Party, Declan O'Scanlon,37577,True
2013,New Jersey,District 13,Green Party, Karen Anne Zaletel,796,False
2013,New Jersey,District 14,Democratic Party, Wayne P. DeAngelo,32048,True
2013,New Jersey,District 14,Democratic Party, Daniel R. Benson,30992,True
2013,New Jersey,District 14,Republican Party, Ronald Haas,26233,False
2013,New Jersey,District 14,Republican Party, Steve Cook,28135,False
2013,New Jersey,District 14,Libertarian Party, Sean O'Connor,898,False
2013,New Jersey,District 14,Libertarian Party, Steven Uccio,779,False
2013,New Jersey,District 15,Democratic Party, Reed Gusciora,28848,True
2013,New Jersey,District 15,Democratic Party, Bonnie Watson Coleman,29109,True
2013,New Jersey,District 15,Republican Party, Kim Taylor,17310,False
2013,New Jersey,District 15,Republican Party, Anthony Giordano,17429,False
2013,New Jersey,District 16,Democratic Party, Marie Corfield,25112,False
2013,New Jersey,District 16,Democratic Party, Ida Ochoteco,23682,False
2013,New Jersey,District 16,Republican Party, Jack M. Ciattarelli,32125,True
2013,New Jersey,District 16,Republican Party, Donna M. Simon,31543,True
2013,New Jersey,District 16,Libertarian Party, Patrick McKnight,1202,False
2013,New Jersey,District 17,Democratic Party, Joseph V. Egan,23763,True
2013,New Jersey,District 17,Democratic Party, Upendra Chivukula,23331,True
2013,New Jersey,District 17,Republican Party, Carlo Dilalla,13762,False
2013,New Jersey,District 17,Republican Party, Sanjay Patel,12281,False
2013,New Jersey,District 18,Democratic Party," Patick J. Diegnan, Jr.",24996,True
2013,New Jersey,District 18,Democratic Party, Nancy Pinkin,24186,True
2013,New Jersey,District 18,Republican Party, Robert A. Bengivenga,21517,False
2013,New Jersey,District 18,Republican Party, Lisa Goldhamer,20559,False
2013,New Jersey,District 18,unaffiliated, Sheila Angalet,1068,False
2013,New Jersey,District 19,Democratic Party, Craig J. Coughlin,22393,True
2013,New Jersey,District 19,Democratic Party, John S. Wisniewski,24404,True
2013,New Jersey,District 19,Republican Party, Arif Khan,12151,False
2013,New Jersey,District 19,Republican Party, Stephanie Ziemba,13406,False
2013,New Jersey,District 20,Democratic Party, Joseph Cryan,19268,True
2013,New Jersey,District 20,Democratic Party, Annette Quijano,18839,True
2013,New Jersey,District 20,Republican Party, Charles Donnelly,7719,False
2013,New Jersey,District 20,Republican Party, Christopher Hackett,7269,False
2013,New Jersey,District 21,Democratic Party, Norman W. Albert,20045,False
2013,New Jersey,District 21,Democratic Party, Jill Anne Lazare,21129,False
2013,New Jersey,District 21,Republican Party, Jon Bramnick,38556,True
2013,New Jersey,District 21,Republican Party, Nancy Munoz,37314,True
2013,New Jersey,District 22,Democratic Party, Gerald Green,23168,True
2013,New Jersey,District 22,Democratic Party, Linda Stender,23242,True
2013,New Jersey,District 22,Republican Party, Jeffrey D. First,16965,False
2013,New Jersey,District 22,Republican Party, John Campbell,18826,False
2013,New Jersey,District 23,Democratic Party, John Valentine,17828,False
2013,New Jersey,District 23,Democratic Party, Ralph Drake,16548,False
2013,New Jersey,District 23,Republican Party, Erik Peterson,35604,True
2013,New Jersey,District 23,Republican Party, John DiMaio,35458,True
2013,New Jersey,District 24,Democratic Party, Susan M. Williams,16883,False
2013,New Jersey,District 24,Democratic Party, William Weightman,14411,False
2013,New Jersey,District 24,Republican Party, Alison Littell McHose,37399,True
2013,New Jersey,District 24,Republican Party, F. Parker Space,35093,True
2013,New Jersey,District 25,Republican Party, Michael Patrick Carroll,33393,True
2013,New Jersey,District 25,Republican Party, Anthony M. Bucco,35536,True
2013,New Jersey,District 25,unaffiliated, Rebecca Feldman,9209,False
2013,New Jersey,District 25,unaffiliated, Jack Curtis,4426,False
2013,New Jersey,District 26,Democratic Party, Elliot Isibor,18720,False
2013,New Jersey,District 26,Democratic Party, Joseph Raich,18379,False
2013,New Jersey,District 26,Republican Party, Jay Webber,35028,True
2013,New Jersey,District 26,Republican Party, BettyLou DeCroce,35352,True
2013,New Jersey,District 27,Democratic Party, John F. McKeon,30554,True
2013,New Jersey,District 27,Democratic Party, Mila M. Jasey,29345,True
2013,New Jersey,District 27,Republican Party, Angelo Tedesco,25378,False
2013,New Jersey,District 27,Republican Party, Laura M. Ali,24732,False
2013,New Jersey,District 28,Democratic Party, Cleopatra G. Tucker,25869,True
2013,New Jersey,District 28,Democratic Party, Ralph Caputo,26221,True
2013,New Jersey,District 28,Republican Party, James Boydston,7452,False
2013,New Jersey,District 28,Republican Party, Peter S. Manning,7875,False
2013,New Jersey,District 29,Democratic Party, L. Grace Spencer,15259,True
2013,New Jersey,District 29,Democratic Party, Eliana Pintor Marin,14645,True
2013,New Jersey,District 29,Republican Party, Aracelis Sanabria Tejada,3957,False
2013,New Jersey,District 29,Republican Party, Elaine L. Guarino,3903,False
2013,New Jersey,District 30,Democratic Party, Lorelei Rouvrais,12967,False
2013,New Jersey,District 30,Democratic Party, Jimmy Esposito,13898,False
2013,New Jersey,District 30,Republican Party, Sean T. Kean,39702,True
2013,New Jersey,District 30,Republican Party, David P. Rible,37252,True
2013,New Jersey,District 31,Democratic Party, Charles Mainor,17877,True
2013,New Jersey,District 31,Democratic Party, Jason O'Donnell,17954,True
2013,New Jersey,District 31,Republican Party, Gerard Pizzillo,6471,False
2013,New Jersey,District 31,Republican Party, Juanita Lopez,6342,False
2013,New Jersey,District 32,Democratic Party, Vincent Prieto,19885,True
2013,New Jersey,District 32,Democratic Party, Angelica M. Jimenez,19293,True
2013,New Jersey,District 32,Republican Party, Maria Malavasi-Quartello,7874,False
2013,New Jersey,District 32,Republican Party, Lee Marie Gomez,7923,False
2013,New Jersey,District 33,Democratic Party, Carmelo G. Garcia,20681,True
2013,New Jersey,District 33,Democratic Party, Raj Mukherji,19029,True
2013,New Jersey,District 33,Republican Party, Jude Anthony Tiscornia,7691,False
2013,New Jersey,District 33,Republican Party, Armando Hernandez,7737,False
2013,New Jersey,District 34,Democratic Party, Sheila Y. Oliver,27095,True
2013,New Jersey,District 34,Democratic Party, Thomas P. Giblin,26802,True
2013,New Jersey,District 34,Republican Party, David Rios,8654,False
2013,New Jersey,District 34,Republican Party, Michael C. Urciouli,8663,False
2013,New Jersey,District 35,Democratic Party, Shavonda E. Sumter,20791,True
2013,New Jersey,District 35,Democratic Party, Benjie E. Wimberly,21195,True
2013,New Jersey,District 35,Republican Party, Rhina Tavarez,7968,False
2013,New Jersey,District 35,Republican Party, Maria del Pilar Rivas,7828,False
2013,New Jersey,District 36,Democratic Party, Gary Schaer,21131,True
2013,New Jersey,District 36,Democratic Party, Marlene Caride,20520,True
2013,New Jersey,District 36,Republican Party, Rosina Romano,15631,False
2013,New Jersey,District 36,Republican Party, Foster Lowe,15014,False
2013,New Jersey,District 37,Democratic Party, Gordon M. Johnson,26373,True
2013,New Jersey,District 37,Democratic Party, Valerie Vainieri Huttle,26581,True
2013,New Jersey,District 37,Republican Party, Dierdre Paul,12988,False
2013,New Jersey,District 37,Republican Party, Gino Tessaro,13338,False
2013,New Jersey,District 38,Democratic Party, Timothy J. Eustace,26021,True
2013,New Jersey,District 38,Democratic Party, Joseph Lagana,26279,True
2013,New Jersey,District 38,Republican Party, Joan Fragala,25836,False
2013,New Jersey,District 38,Republican Party, Joseph J. Scarpa,25965,False
2013,New Jersey,District 39,Democratic Party," Anthony N. Iannarelli, Jr.",20785,False
2013,New Jersey,District 39,Democratic Party, Donna C. Abene,22450,False
2013,New Jersey,District 39,Republican Party, Robert Auth,33680,True
2013,New Jersey,District 39,Republican Party, Holly Schepisi,36873,True
2013,New Jersey,District 40,Democratic Party, Anthony J. Galietti,20779,False
2013,New Jersey,District 40,Democratic Party, Leo Arcuri,19542,False
2013,New Jersey,District 40,Republican Party, David C. Russo,36143,True
2013,New Jersey,District 40,Republican Party, Scott T. Rumana,36174,True
2013,Alabama,District 1,Democratic Party, Mike Curtis,13704,False
2013,Alabama,District 1,Republican Party, Tim Melson,22982,True
2013,Alabama,District 2,Republican Party, Bill Holtzclaw,24936,True
2013,Alabama,District 3,Republican Party, Arthur Orr,26906,True
2013,Alabama,District 4,Democratic Party, Angelo Mancuso,8875,False
2013,Alabama,District 4,Republican Party, Paul Bussman,24750,True
2013,Alabama,District 5,Republican Party, Greg Reed,29611,True
2013,Alabama,District 6,Democratic Party," Roger Bedford, Jr.",17574,False
2013,Alabama,District 6,Republican Party, Larry Stutts,17641,True
2013,Alabama,District 7,Democratic Party, Bryan Bennett,12404,False
2013,Alabama,District 7,Republican Party, Paul Sanford,22873,True
2013,Alabama,District 8,Democratic Party, Horace Clemmons,9322,False
2013,Alabama,District 8,Republican Party, Steve Livingston,24332,True
2013,Alabama,District 9,Republican Party, Clay Scofield,24596,True
2013,Alabama,District 10,Democratic Party, Larry Means,16530,False
2013,Alabama,District 10,Republican Party, Phil Williams,17967,True
2013,Alabama,District 11,Democratic Party, Ron Crumpton,6981,False
2013,Alabama,District 11,Republican Party, Jim McClendon,24318,True
2013,Alabama,District 12,Democratic Party, Taylor Stewart,13178,False
2013,Alabama,District 12,Republican Party, Del Marsh,17646,True
2013,Alabama,District 13,Democratic Party, Darrell Turner,10424,False
2013,Alabama,District 13,Republican Party, Gerald Dial,16758,True
2013,Alabama,District 13,unaffiliated, Bill Fuller,3697,False
2013,Alabama,District 14,Republican Party, Cam Ward,25724,True
2013,Alabama,District 15,Republican Party, Slade Blackwell,29498,True
2013,Alabama,District 16,Democratic Party, Cindy Bell,8284,False
2013,Alabama,District 16,Republican Party," J.T. ""Jabo"" Waggoner",28107,True
2013,Alabama,District 17,Republican Party, Shay Shelnutt,31105,True
2013,Alabama,District 18,Democratic Party, Rodger Smitherman,23195,True
2013,Alabama,District 19,Democratic Party, Priscilla Dunn,27143,True
2013,Alabama,District 20,Democratic Party, Linda Coleman,23368,True
2013,Alabama,District 21,Democratic Party, Phil Poole,12161,False
2013,Alabama,District 21,Republican Party, Gerald Allen,20179,True
2013,Alabama,District 22,Democratic Party, Susan Smith,11275,False
2013,Alabama,District 22,Republican Party, Greg Albritton,23162,True
2013,Alabama,District 23,Democratic Party," Henry ""Hank"" Sanders",29306,True
2013,Alabama,District 24,Democratic Party, Bobby Singleton,26859,True
2013,Alabama,District 25,Republican Party, Dick Brewbaker,29545,True
2013,Alabama,District 26,Democratic Party, Quinton Ross,25166,True
2013,Alabama,District 27,Democratic Party, Haylee Moss,10358,False
2013,Alabama,District 27,Republican Party, Tom Whatley,19808,True
2013,Alabama,District 28,Democratic Party, Billy Beasley,22148,True
2013,Alabama,District 28,Republican Party, John Savage,8020,False
2013,Alabama,District 29,Republican Party, Melinda McClendon,16145,False
2013,Alabama,District 29,unaffiliated, Harri Anne Smith,17830,True
2013,Alabama,District 30,Republican Party," Clyde Chambliss, Jr.",22916,True
2013,Alabama,District 30,unaffiliated, Bryan Morgan,5653,False
2013,Alabama,District 31,Democratic Party, Larry Greenwood,8627,False
2013,Alabama,District 31,Republican Party, Jimmy Holley,23067,True
2013,Alabama,District 32,Republican Party, Trip Pittman,27837,True
2013,Alabama,District 32,unaffiliated, Kimberly McCuiston,6306,False
2013,Alabama,District 33,Democratic Party, Vivian Figures,23012,True
2013,Alabama,District 34,Republican Party, Rusty Glover,22451,True
2013,Alabama,District 35,Democratic Party, Beau Doolittle,6862,False
2013,Alabama,District 35,Republican Party, Bill Hightower,19173,True
2014,Arizona,District 1,Republican Party, Steve Pierce,55273,True
2014,Arizona,District 1,unaffiliated, Teri Frost (Write-In),139,False
2014,Arizona,District 2,Democratic Party, Andrea Dalessandro,22901,True
2014,Arizona,District 2,Republican Party, Daniel Estrella,18707,False
2014,Arizona,District 3,Democratic Party, Olivia Cajero Bedford,27034,True
2014,Arizona,District 4,Democratic Party, Lynne Pancrazi,14464,True
2014,Arizona,District 4,Republican Party, Connie Uribe,12423,False
2014,Arizona,District 5,Republican Party, Kelli Ward,38507,True
2014,Arizona,District 6,Republican Party, Sylvia Allen,31845,True
2014,Arizona,District 6,unaffiliated, Tom O'Halleran,30207,False
2014,Arizona,District 7,Democratic Party, Carlyle Begay,38513,True
2014,Arizona,District 7,unaffiliated, Kelly Gneiting,7494,False
2014,Arizona,District 8,Democratic Party, Barbara McGuire,17654,True
2014,Arizona,District 8,Republican Party, Irene Littleton,17157,False
2014,Arizona,District 9,Democratic Party, Steve Farley,45890,True
2014,Arizona,District 10,Democratic Party, David Bradley,34334,True
2014,Arizona,District 10,Republican Party, Mark Morrison,31307,False
2014,Arizona,District 11,Democratic Party, Jo Holt,26628,False
2014,Arizona,District 11,Republican Party, Steve Smith,38397,True
2014,Arizona,District 12,Democratic Party, Scott Glover,19117,False
2014,Arizona,District 12,Republican Party, Andy Biggs,35820,True
2014,Arizona,District 13,Democratic Party, Terri Woodmansee,15874,False
2014,Arizona,District 13,Republican Party, Don Shooter,28645,True
2014,Arizona,District 14,Republican Party, Gail Griffin,46564,True
2014,Arizona,District 15,Republican Party, Nancy K. Barto,43363,True
2014,Arizona,District 16,Democratic Party, Scott Prior,16382,False
2014,Arizona,District 16,Republican Party, David Christian Farnsworth,31659,True
2014,Arizona,District 17,Democratic Party, Kristie O'Brien,21619,False
2014,Arizona,District 17,Republican Party, Steven B. Yarbrough,32598,True
2014,Arizona,District 18,Democratic Party, Jane Hydrick,29723,False
2014,Arizona,District 18,Republican Party, Jeff Dial,34522,True
2014,Arizona,District 19,Democratic Party, Lupe Contreras,12811,True
2014,Arizona,District 19,Republican Party," Joseph ""Joe"" Hobbs",7747,False
2014,Arizona,District 20,Democratic Party, Patty Kennedy,16613,False
2014,Arizona,District 20,Republican Party, Kimberly Yee,25103,True
2014,Arizona,District 20,unaffiliated," Doug ""Q"" Quelland",5438,False
2014,Arizona,District 21,Democratic Party, Carolyn Vasko,18687,False
2014,Arizona,District 21,Republican Party, Debbie Lesko,32119,True
2014,Arizona,District 22,Democratic Party," Archangel ""Arky"" Muscato",21079,False
2014,Arizona,District 22,Republican Party, Judy M. Burges,48046,True
2014,Arizona,District 23,Democratic Party, Paula Pennypacker,29810,False
2014,Arizona,District 23,Republican Party, John Kavanagh,46649,True
2014,Arizona,District 24,Democratic Party, Katie Hobbs,25130,True
2014,Arizona,District 24,Republican Party, Bill Follette,12867,False
2014,Arizona,District 25,Democratic Party, Steven Zachary,16140,False
2014,Arizona,District 25,Republican Party, Bob Worsley,38505,True
2014,Arizona,District 26,Democratic Party, Ed Ableser,14845,True
2014,Arizona,District 26,unaffiliated, Dale Eames,10563,False
2014,Arizona,District 27,Democratic Party, Catherine Miranda,17917,True
2014,Arizona,District 27,Republican Party, Natalie Taswell,6198,False
2014,Arizona,District 28,Democratic Party, Kelli Butler,27902,False
2014,Arizona,District 28,Republican Party, Adam Driggs,34455,True
2014,Arizona,District 28,Libertarian Party, Jim Iannuzo,2392,False
2014,Arizona,District 29,Democratic Party, Martin J. Quezada,12133,True
2014,Arizona,District 29,Republican Party, Crystal Nuttle,8002,False
2014,Arizona,District 30,Democratic Party, Robert Meza,12802,True
2014,Arizona,District 30,Republican Party, Gary Cox,9276,False
2014,California,District 1,Democratic Party, Mike McGuire,188142,True
2014,California,District 1,Republican Party, Lawrence R. Wiesner,80778,False
2014,California,District 4,Democratic Party, CJ Jawahar,79457,False
2014,California,District 4,Republican Party, Jim Nielsen,139199,True
2014,California,District 6,Democratic Party, Roger Dickinson,82938,False
2014,California,District 6,Democratic Party, Richard Pan,96688,True
2014,California,District 8,Democratic Party, Paulina Miranda,73417,False
2014,California,District 8,Republican Party, Tom Berryhill,415587,True
2014,California,District 10,Democratic Party, Bob Wieckowski,111162,True
2014,California,District 10,Republican Party, Peter Kuo,52302,False
2014,California,District 12,Democratic Party, Shawn K. Bagley,49039,False
2014,California,District 12,Republican Party, Anthony Cannella,74988,True
2014,California,District 14,Democratic Party, Luis Chavez,46035,False
2014,California,District 14,Republican Party, Andy Vidak,54251,True
2014,California,District 16,Democratic Party, Ruth Musser-Lopez,45812,False
2014,California,District 16,Republican Party, Jean Fuller,122700,True
2014,California,District 18,Democratic Party, Bob Hertzberg,79495,True
2014,California,District 18,Republican Party, Ricardo Antonio Benitez,33794,False
2014,California,District 20,Democratic Party, Connie M. Leyva,56943,True
2014,California,District 20,Republican Party, Matthew Munson,34256,False
2014,California,District 22,Democratic Party, Ed Hernandez,63570,True
2014,California,District 22,Republican Party, Marc Rodriguez,34468,False
2014,California,District 24,Democratic Party, Peter Choi,29848,False
2014,California,District 24,Democratic Party, Kevin De Leon,57412,True
2014,California,District 26,Democratic Party, Ben Allen,122901,True
2014,California,District 26,Democratic Party, Sandra Fluke,80781,False
2014,California,District 28,Republican Party, Bonnie Garcia,72353,False
2014,California,District 28,Republican Party, Jeff Stone,81698,True
2014,California,District 30,Democratic Party, Isidro Armenta,35442,False
2014,California,District 30,Democratic Party, Holly J. Mitchell,78115,True
2014,California,District 32,Democratic Party, Tony Mendoza,67593,True
2014,California,District 32,Republican Party, Mario A. Guerra,61718,False
2014,California,District 34,Democratic Party, Jose Solorio,69220,False
2014,California,District 34,Republican Party, Janet Nguyen,95792,True
2014,California,District 36,Democratic Party, Gary Kephart,75539,False
2014,California,District 36,Republican Party," Patricia C. ""Pat"" Bates",140610,True
2014,California,District 38,Democratic Party," Fotios ""Frank"" Tsimboukakis",66066,False
2014,California,District 38,Republican Party, Joel Anderson,146510,True
2014,California,District 40,Democratic Party, Rafael Estrada,48397,False
2014,California,District 40,Democratic Party, Ben Hueso,58880,True
2014,Colorado,District 1,Republican Party, Jerry Sonnenberg,45689,True
2014,Colorado,District 1,Constitution Party, Doug Aden,7876,False
2014,Colorado,District 2,Republican Party, Kevin J. Grantham,38895,True
2014,Colorado,District 2,Green Party, Martin T. Wirth,13019,False
2014,Colorado,District 3,Democratic Party," Leroy M. Garcia, Jr.",27813,True
2014,Colorado,District 3,Republican Party, George Rivera,22814,False
2014,Colorado,District 5,Democratic Party, Kerry Donovan,27526,True
2014,Colorado,District 5,Republican Party, Don Suppes,26225,False
2014,Colorado,District 5,Libertarian Party, Lee Mulcahy,2374,False
2014,Colorado,District 6,Republican Party, Ellen S. Roberts,43482,True
2014,Colorado,District 7,Democratic Party, Claudette J. Konola,16506,False
2014,Colorado,District 7,Republican Party, Ray Scott,39580,True
2014,Colorado,District 9,Republican Party, Kent Lambert,53867,True
2014,Colorado,District 11,Democratic Party, Michael Merrifield,18815,True
2014,Colorado,District 11,Republican Party, Bernie Herpin,14978,False
2014,Colorado,District 11,Libertarian Party," Norman ""Paotie"" Dawson",2282,False
2014,Colorado,District 13,Democratic Party, Joe Perez,14879,False
2014,Colorado,District 13,Republican Party, John Cooke,26063,True
2014,Colorado,District 15,Republican Party, Kevin Lundberg,47581,True
2014,Colorado,District 16,Democratic Party, Jeanne Nicholson,33734,False
2014,Colorado,District 16,Republican Party, Tim Neville,35631,True
2014,Colorado,District 19,Democratic Party, Rachel Zenzinger,29244,False
2014,Colorado,District 19,Republican Party, Laura J. Woods,29907,True
2014,Colorado,District 19,Libertarian Party, Gregg Miller,3664,False
2014,Colorado,District 20,Democratic Party, Cheri Jahn,33543,True
2014,Colorado,District 20,Republican Party, Larry Queen,33104,False
2014,Colorado,District 20,Libertarian Party, Chris Heismann,5018,False
2014,Colorado,District 22,Democratic Party, Andy Kerr,30510,True
2014,Colorado,District 22,Republican Party, Tony Sanchez,29174,False
2014,Colorado,District 24,Democratic Party, Judy Solano,25268,False
2014,Colorado,District 24,Republican Party, Beth Martinez Humenik,26164,True
2014,Colorado,District 30,Democratic Party, Bette Davis,21566,False
2014,Colorado,District 30,Republican Party, Chris Holbert,39897,True
2014,Colorado,District 30,Libertarian Party, Eric Price,2359,False
2014,Colorado,District 32,Democratic Party, Irene Aguilar,35852,True
2014,Colorado,District 32,Republican Party, Dawne Murray,17356,False
2014,Colorado,District 32,Libertarian Party, Darrell Dinges,2560,False
2014,Colorado,District 34,Democratic Party, Lucia Guzman,31889,True
2014,Colorado,District 34,Republican Party, Stuart Siffring,8390,False
2014,Colorado,District 34,Libertarian Party, Brian Scriber,2592,False
2014,Connecticut,District 1,Democratic Party, John W. Fonfara,11097,True
2014,Connecticut,District 1,Republican Party, Barbara J. Ruhe,4135,False
2014,Connecticut,District 1,Green Party, Barbara A. Barry,335,False
2014,Connecticut,District 1,Working Families Party, John W. Fonfara,811,False
2014,Connecticut,District 1,unaffiliated, Alyssa S. Peterson,156,False
2014,Connecticut,District 2,Democratic Party, Eric D. Coleman,18905,True
2014,Connecticut,District 2,Republican Party, Theresa Tillett,4507,False
2014,Connecticut,District 2,Working Families Party, Eric D. Coleman,1224,False
2014,Connecticut,District 3,Democratic Party, Timothy D. Larson,17536,True
2014,Connecticut,District 3,Republican Party, Sean Kelly,11337,False
2014,Connecticut,District 4,Democratic Party, Steve Cassano,16567,True
2014,Connecticut,District 4,Republican Party, Whit Osgood,15181,False
2014,Connecticut,District 4,Working Families Party, Steve Cassano,1098,False
2014,Connecticut,District 4,unaffiliated, Whit Osgood,1048,False
2014,Connecticut,District 5,Democratic Party, Beth Bye,22181,True
2014,Connecticut,District 5,Republican Party, Bill Wadsworth,14653,False
2014,Connecticut,District 5,unaffiliated, Bill Wadsworth,804,False
